date,id,code,mxn,usd,eur,rub,gel,gbp,jpy,aud,aed
2024-05-15,4,gel,6.24987389,0.37094849,0.34289899,33.79135176,1.0,0.29463328,58.00348039,0.5596155,1.36230831
2024-05-15,5,rub,0.18495484,0.010977616,0.010147537,1.0,0.029593371,0.008719192,1.7165185,0.016560909,0.040315295
2024-05-16,1,mxn,1.0,0.059920975,0.055019671,5.45556717,0.16173063,0.047204376,9.2141068,0.089351271,0.22005978
2024-05-16,2,usd,16.68864707,1.0,0.91820388,91.04603509,2.69906533,0.78777717,153.7709765,1.49115183,3.6725
2024-05-16,3,eur,18.17531762,1.08908275,1.0,99.15666612,2.93950549,0.85795452,167.4693177,1.62398774,3.99965639
2024-05-16,4,gel,6.18312083,0.37049863,0.34019328,33.73243103,1.0,0.29187036,56.97193571,0.55246971,1.36065621
2024-05-16,5,rub,0.183299,0.010983455,0.010085051,1.0,0.029645062,0.008652515,1.68893655,0.016377999,0.040336737
2024-05-17,1,mxn,1.0,0.059884677,0.055141216,5.44495,0.16526462,0.047311587,9.33093285,0.089773352,0.21992648
2024-05-17,2,usd,16.69876251,1.0,0.92079007,90.92392697,2.75971457,0.79004496,155.8150317,1.49910388,3.6725
2024-05-17,3,eur,18.13525486,1.08602388,1.0,98.74555601,2.99711593,0.85800769,169.2188453,1.62806261,3.9884227
2024-05-17,4,gel,6.05090203,0.36235631,0.33365409,32.94685902,1.0,0.28627778,56.46056051,0.54320976,1.33075356
2024-05-17,5,rub,0.18365642,0.010998205,0.010127038,1.0,0.030351907,0.008689077,1.71368568,0.016487452,0.040390908
2024-05-18,1,mxn,1.0,0.060215321,0.055408322,5.47980492,0.16617048,0.047413113,9.37198185,0.08984977,0.22114077
2024-05-18,2,usd,16.60706902,1.0,0.92016984,91.00349848,2.75960466,0.78739283,155.6411495,1.49214133,3.6725
2024-05-18,3,eur,18.04783028,1.0867559,1.0,98.89858909,2.99901665,0.85570381,169.1439378,1.6215934,3.99111105
2024-05-18,4,gel,6.01791599,0.36237075,0.33344263,32.97700563,1.0,0.28532813,56.39979944,0.54070837,1.33080656
2024-05-18,5,rub,0.18248825,0.010988589,0.010111368,1.0,0.03032416,0.008652336,1.71027655,0.016396527,0.040355591
2024-05-19,1,mxn,1.0,0.060226976,0.055369039,5.48385573,0.16613612,0.047413619,9.37442235,0.089962564,0.22118357
2024-05-19,2,usd,16.60385531,1.0,0.9193395,91.05314703,2.7585001,0.78724887,155.6515523,1.4937254,3.6725
2024-05-19,3,eur,18.06063509,1.08773744,1.0,99.04191718,3.00052384,0.85632007,169.3080212,1.62478104,3.99471575
2024-05-19,4,gel,6.01916067,0.36251585,0.33327514,33.00820872,1.0,0.28539019,56.42615432,0.54149913,1.33133945
2024-05-19,5,rub,0.18235345,0.010982597,0.010096735,1.0,0.030295494,0.008646037,1.70945824,0.016404984,0.040333587
2024-05-20,1,mxn,1.0,0.060243296,0.055398468,5.48041702,0.16624907,0.047420575,9.38743007,0.089887142,0.22124351
2024-05-20,2,usd,16.59935725,1.0,0.91957897,90.97140008,2.75962768,0.78715106,155.8253054,1.49206878,3.6725
2024-05-20,3,eur,18.05104059,1.08745419,1.0,98.92723018,3.00096868,0.85599072,169.4528812,1.62255645,3.99367551
2024-05-20,4,gel,6.0150713,0.36236772,0.33322574,32.96509915,1.0,0.28523814,56.46606118,0.54067757,1.33079546
2024-05-20,5,rub,0.18246787,0.010992466,0.01010844,1.0,0.030335113,0.008652731,1.71290433,0.016401515,0.04036983
2024-05-21,1,mxn,1.0,0.060401443,0.05562209,5.48544707,0.16518552,0.047529192,9.45031665,0.090563085,0.2218243
2024-05-21,2,usd,16.5558958,1.0,0.92087353,90.81649018,2.73479423,0.78688835,156.4584578,1.49935299,3.6725
2024-05-21,3,eur,17.97846859,1.08592545,1.0,98.61993788,2.96978265,0.85450209,169.9022211,1.62818557,3.98806121
2024-05-21,4,gel,6.05379945,0.36565822,0.33672498,33.20779649,1.0,0.2877322,57.2103218,0.54825075,1.34287983
2024-05-21,5,rub,0.18230055,0.011011216,0.010139937,1.0,0.03011341,0.008664598,1.72279789,0.0165097,0.040438691
2024-05-22,1,mxn,1.0,0.060159809,0.055408907,5.45925249,0.16332904,0.047318375,9.40430786,0.090213608,0.2209369
2024-05-22,2,usd,16.62239318,1.0,0.92102863,90.7458414,2.71491951,0.78654464,156.3221028,1.49956606,3.6725
2024-05-22,3,eur,18.04764,1.08574258,1.0,98.52662365,2.94770371,0.853985,169.7255626,1.62814272,3.98738961
2024-05-22,4,gel,6.12260993,0.36833504,0.33924712,33.42487353,1.0,0.28971195,57.57890867,0.55234273,1.35271045
2024-05-22,5,rub,0.18317526,0.011019789,0.010149541,1.0,0.029917839,0.008667556,1.72263655,0.016524901,0.040470174
2024-05-23,1,mxn,1.0,0.060008845,0.055418993,5.43604335,0.16411951,0.047168941,9.40920096,0.090617319,0.22038248
2024-05-23,2,usd,16.66421014,1.0,0.92351375,90.5873687,2.73492204,0.78603315,156.796902,1.51006604,3.6725
2024-05-23,3,eur,18.04435519,1.08282091,1.0,98.08989703,2.96143078,0.85113313,169.7829642,1.63513108,3.97665979
2024-05-23,4,gel,6.09312071,0.36564113,0.33767462,33.12246829,1.0,0.28740605,57.33139719,0.55214226,1.34281707
2024-05-23,5,rub,0.18395733,0.011039067,0.01019473,1.0,0.030190987,0.008677072,1.73089145,0.01666972,0.040540972
2024-05-24,1,mxn,1.0,0.059757367,0.055275817,5.45068422,0.16193601,0.047082171,9.38679543,0.090559321,0.21945893
2024-05-24,2,usd,16.7343385,1.0,0.92500424,91.21359485,2.70989197,0.78788899,157.0818121,1.51545034,3.6725
2024-05-24,3,eur,18.09109392,1.08107613,1.0,98.6088402,2.92959952,0.85176799,169.8173977,1.63831718,3.97025209
2024-05-24,4,gel,6.17527883,0.3690184,0.34134358,33.65949488,1.0,0.29074554,57.96607906,0.55922906,1.35522008
2024-05-24,5,rub,0.18346321,0.010963278,0.010141079,1.0,0.029709299,0.008637846,1.72213158,0.016614303,0.040262639
2024-05-25,1,mxn,1.0,0.059900356,0.055242548,5.36702458,0.16371312,0.047018604,9.40454549,0.090416459,0.21998406
2024-05-25,2,usd,16.69439146,1.0,0.92224072,89.5992094,2.73309085,0.78494698,157.0031639,1.50944776,3.6725
2024-05-25,3,eur,18.10198913,1.0843156,1.0,97.15382069,2.96353305,0.85113025,170.2409802,1.63671776,3.98214905
2024-05-25,4,gel,6.10824607,0.36588612,0.33743508,32.78310685,1.0,0.2872012,57.44527807,0.55228598,1.34371677
2024-05-25,5,rub,0.18632298,0.011160813,0.010292956,1.0,0.030503515,0.008760646,1.75228292,0.016846664,0.040988085
2024-05-26,1,mxn,1.0,0.059893551,0.055216486,5.36731347,0.16318597,0.047026789,9.40138125,0.090380191,0.21995907
2024-05-26,2,usd,16.69628833,1.0,0.92191037,89.61421331,2.72460008,0.78517283,156.968172,1.50901374,3.6725
2024-05-26,3,eur,18.11053318,1.08470415,1.0,97.20490874,2.955385,0.85168022,170.264027,1.63683346,3.98357598
2024-05-26,4,gel,6.12797763,0.36702634,0.33836539,32.89077692,1.0,0.28817911,57.61145399,0.55384779,1.34790424
2024-05-26,5,rub,0.18631295,0.011158944,0.010287546,1.0,0.03040366,0.0087617,1.75159906,0.016839,0.040981222
2024-05-27,1,mxn,1.0,0.059962188,0.055263775,5.44716885,0.16665717,0.047063913,9.39735679,0.090416183,0.22021113
2024-05-27,2,usd,16.67717671,1.0,0.92164375,90.84339751,2.77937099,0.7848932,156.7213799,1.50788667,3.6725
2024-05-27,3,eur,18.09503591,1.08501794,1.0,98.56671598,3.01566739,0.8516232,170.0455087,1.63608408,3.98472838
2024-05-27,4,gel,6.00034208,0.35979364,0.33160156,32.68487646,1.0,0.28239958,56.3873554,0.54252803,1.32134214
2024-05-27,5,rub,0.1835816,0.011007955,0.010145413,1.0,0.03059519,0.008640069,1.72518184,0.016598748,0.040426713
2024-05-28,1,mxn,1.0,0.059973477,0.05518697,5.39876577,0.16646601,0.04694863,9.40791267,0.090094673,0.22025259
2024-05-28,2,usd,16.67403743,1.0,0.92018961,90.0192225,2.77566052,0.78282321,156.867888,1.50224195,3.6725
2024-05-28,3,eur,18.1202192,1.08673255,1.0,97.82681917,3.01640063,0.85071946,170.4734399,1.63253523,3.99102529
2024-05-28,4,gel,6.00723227,0.36027461,0.33152095,32.43163995,1.0,0.28203132,56.51551661,0.54121963,1.32310849
2024-05-28,5,rub,0.18522752,0.011108738,0.010222146,1.0,0.030834087,0.008696178,1.74260434,0.016688013,0.040796842
2024-05-29,1,mxn,1.0,0.059550649,0.054856463,5.35081986,0.16583547,0.046673455,9.36663481,0.08954035,0.21869976
2024-05-29,2,usd,16.79242835,1.0,0.92117323,89.85325907,2.78478031,0.78376066,157.288544,1.50359991,3.6725
2024-05-29,3,eur,18.22939244,1.08557214,1.0,97.54219507,3.02307993,0.85082874,170.7480619,1.63226618,3.9867637
2024-05-29,4,gel,6.03007292,0.35909475,0.33078847,32.26583393,1.0,0.28144434,56.48149095,0.53993484,1.31877548
2024-05-29,5,rub,0.18688725,0.011129257,0.010251974,1.0,0.030992535,0.008722674,1.75050461,0.01673395,0.040872196
2024-05-30,1,mxn,1.0,0.058579048,0.054237619,5.29734638,0.16366898,0.046128186,9.22245936,0.08853474,0.21513155
